"filename", "language", "Dart", "JSON", "comment", "blank", "total"
"/Users/thf/Work/Flutter_Apps/tcc/flutter_clean_arch_slim/lib/presentation/providers/preferences/preferences_state.dart", "Dart", 18, 0, 15, 8, 41
"/Users/thf/Work/Flutter_Apps/tcc/flutter_clean_arch_slim/lib/presentation/screens/detail/detail_screen.dart", "Dart", 98, 0, 4, 6, 108
"/Users/thf/Work/Flutter_Apps/tcc/flutter_clean_arch_slim/lib/presentation/screens/detail/widgets/detail_row_widget.dart", "Dart", 26, 0, 6, 6, 38
"/Users/thf/Work/Flutter_Apps/tcc/flutter_clean_arch_slim/lib/presentation/screens/detail/widgets/price_header_widget.dart", "Dart", 46, 0, 11, 7, 64
"/Users/thf/Work/Flutter_Apps/tcc/flutter_clean_arch_slim/lib/presentation/screens/detail/widgets/range_bar_widget.dart", "Dart", 48, 0, 5, 5, 58
"/Users/thf/Work/Flutter_Apps/tcc/flutter_clean_arch_slim/lib/presentation/screens/detail/widgets/section_card_widget.dart", "Dart", 31, 0, 6, 5, 42
"/Users/thf/Work/Flutter_Apps/tcc/flutter_clean_arch_slim/lib/presentation/screens/detail/widgets/trend_chip_widget.dart", "Dart", 41, 0, 9, 7, 57
"/Users/thf/Work/Flutter_Apps/tcc/flutter_clean_arch_slim/lib/presentation/screens/home/home_screen.dart", "Dart", 86, 0, 3, 6, 95
"/Users/thf/Work/Flutter_Apps/tcc/flutter_clean_arch_slim/lib/presentation/screens/home/tabs/favorites_tab.dart", "Dart", 55, 0, 4, 8, 67
"/Users/thf/Work/Flutter_Apps/tcc/flutter_clean_arch_slim/lib/presentation/screens/home/tabs/quotes_tab.dart", "Dart", 60, 0, 4, 9, 73
"/Users/thf/Work/Flutter_Apps/tcc/flutter_clean_arch_slim/lib/presentation/screens/home/widgets/drawer_widget.dart", "Dart", 35, 0, 2, 3, 40
"/Users/thf/Work/Flutter_Apps/tcc/flutter_clean_arch_slim/lib/presentation/screens/home/widgets/kline_chart_widget.dart", "Dart", 190, 0, 8, 19, 217
"/Users/thf/Work/Flutter_Apps/tcc/flutter_clean_arch_slim/lib/presentation/screens/home/widgets/quote_list.dart", "Dart", 19, 0, 5, 5, 29
"/Users/thf/Work/Flutter_Apps/tcc/flutter_clean_arch_slim/lib/presentation/screens/home/widgets/quote_list_tile.dart", "Dart", 61, 0, 6, 6, 73
"/Users/thf/Work/Flutter_Apps/tcc/flutter_clean_arch_slim/lib/presentation/screens/preferences/preferences_screen.dart", "Dart", 120, 0, 2, 14, 136
"Total", "-", 2453, 189, 603, 522, 3767
